text,label
Ikan tenang sunyi ombak gelombang laut gelombang laut rumimco3,1.0
"Teman -teman, itu benar -benar khawatir tentang disertasi memikirkan tesis jadwal percobaan Agustus",1.0
kegelisahan gelisah gelisah,1.0
Orang tahu saya merasa cemas,1.0
Umami mami yang tidak dikeluarkan mami gelisah,1.0
"Kecemasan yang terbangun, gelar tidur terlambat bangun tidur di pagi hari",1.0
Ketakutan penghormatan yang cemas,1.0
Saya pitra saya takut bahwa saya sangat cemas fase benar -benar takut,1.0
Beri saya gugup tolong beritahu saya,1.0
menstruasi gelisah membaca kecemasan gejala salah pm,1.0
"Anjing domestik ouch gelisah, anjing",1.0
"Idul Fitri, Tuhan sangat malas untuk bertemu keluarga, sangat malas untuk ditanyakan, apa masalahnya, apakah itu benar -benar nyaman, hubungi hati sangat khawatir",1.0
gelisah 5 menit secara langsung mual penyakit asam lambung parah dengan cepat menghasilkan cepat dalam pikiran,1.0
Anda gelisah yang tidak dikeluarkan,1.0
"Saya kuat, saya adalah batu, saya panik, serangan malam itu gugup, tahu bahwa kamar saya lebih lama sangat lelah",1.0
Tolong minat kekhawatiran vers,1.0
Tanpa Kegagalan Gelisah,1.0
Standarnya adalah perawatan yang gelisah seperti ketenangan,1.0
Cuss aku bersumpah aku gelisah,1.0
Saya sangat gugup,1.0
"Benar -benar malam hari, malam itu takut melupakan seperti Anjr yang cemas",1.0
"Energi yang sangat berat, Dokter USG Hasil X -Ray ditangkap besok, Intemperate itu sangat cemas",1.0
Dipilih dengan baik perlahan menunggu pojokmoveon bahagia pendek,1.0
Merasa gelisah tentang hal sensasi takttual terburuk,1.0
Menjelang Malam Drama Tar Malam My Baby Adalah Suami Pelaut Gila,1.0
Takut pada Lara Cipta Lull Calm membalas dengan gelisah menunggu untuk berhenti,1.0
sangat cemas hati,1.0
Dengan gelisah dengan gelisah menemani berharap untuk berharap,1.0
deg mual dengan bismillah yang lapar cemas,1.0
Sayangnya kecemasan kecemasan kecemasan tentang kecemasan,1.0
hati yang baik tetap tenang dengan gelisah melipatgandakan dhikr ayo,1.0
Takut dengan gelisah,1.0
animasi perjalanan hidup yang gelisah,1.0
Eh yang tidak terkejut yang gelisah,1.0
Saya mual sangat gugup,1.0
"Ya, singkirkan kecemasan gratis",1.0
Sangat sangat gelisah,1.0
"Saya membuat cemas, ya kemarin",1.0
"Ya Tuhan, hidup disibukkan kedamaian damai yang aman dihantui oleh kecemasan, ya Allah",1.0
Hatinya terasa tidak bertekanan lepas gelisah,1.0
"Kesengsaraan bawaan itu cemas, terasa seperti menunggu uji coba tesis memahami, ya, saya khawatir takut akan perbedaannya",1.0
Kegelisahan kebiasaan,1.0
Akun cemas mual sehingga kembali,1.0
Tidur Tanpa Kegagalan Gelisah,1.0
"Ketahuilah sangat bagus, cinta deg deg dan mudah -mudahan",1.0
Anjir mual benar -benar gugup,1.0
Keadaan atmosfer gelisah menghantam atmosfer,1.0
SCH kecanduan bermain ponsel cairan dengan gelisah mencabutnya,1.0
Um bantu saya takut pada rumah takut bertemu orang -orang yang tahu mengapa saya giniiitrs ingin peduli untuk menjadi gugup seperti keringat berlebihan yang cemas,1.0
Sangat tidak terkejut gelisah,1.0
Saya pikir panggung adalah tahap pembukaan whatsapp dengan cemas takut DEG dan bersalah karena menghilang secara khawatir tugas pameran di sana,1.0
Parno unggul dengarkan,1.0
Anjir dengan gelisah,1.0
menemani dengan gelisah menyertai,1.0
Halo wkwk jbjb mutual akun saya bot ya benar -benar merasa lelah karena kekhawatiran saya pikir saya lebih membenci diri saya sendiri kemarin titik pikiran menyakiti otak,1.0
11fess Night Ungratified Restless,1.0
oleh satu keluarga wanita pada usia yang sama dengan mama meninggal rata -rata mama khawatir dia sehat,1.0
"Dulu cantik, tapi tidak kaget gelisah",1.0
"Rue Regret Grounds, Halhal itu cemas",1.0
tidur dengan cemas lezat membawa menonton,1.0
kebnyan dosa sinus gelisah,1.0
Kecemasan cemas muntah,1.0
"Ya, mual cemas berkepanjangan",1.0
Pikiran sangat tertidur seperti mual cemas atau cemas,1.0
Khawatir,1.0
apakah doa diastikharah deg2nya karu2an permohonan benar -benar cemas,1.0
"Manfaatkan teman dengan manfaat menenangkan hati yang gelisah, cowok saya f20",1.0
Perpaduan cemas dari kecemasan Portmanteau membuat saya sakit kepala,1.0
Khawatir sangat khawatir,1.0
cemas pada jam ini benar -benar mengganggu gambar dewa yang kuat,1.0
Lelah tidak bertekanan gelisah,1.0
Gelisah yang tidak bertekanan berlebihan,1.0
Tangi Gasik pasti membuat hati yang gelisah menyanyikan koyo,1.0
Bersigih bawaannya gelisah haha,1.0
Bingung yang tidak dikeluarkan kemarin gelisah atau gelisah,1.0
"Tanyarl tahu obatnya sehingga bangun untuk bangun dengan gelisah, terima kasih atau terima kasih",1.0
Dance Gemar Queasy Tip,1.0
pesta kerja piyee kru saya gelisah,1.0
Dengarkan Teman Kesengsaraan Pengadilan seperti gelisah gelisah untuk membersihkan dengan tergesa -gesa melihat orang -orang takut akan wkwk,1.0
"Anjir seperti menjilat pekerjaan yang sangat gelisah dari tugas untuk muncul, biasanya pada hari Senin, tugas tenggat waktu adalah Rabukamis",1.0
Takut yang tidak bertekanan karena gelisah,1.0
Menunggu dengan cemas dengan cemas,1.0
Hatinya gugup untuk berbicara berbicara,1.0
Khawatir Anjir Khawatir,1.0
Doa Doa Gelisah yang Tidak Dapat Dikrasifikasikan Gerakan Doa Lazy Astagfirullah,1.0
sensasi takttual tercampur dengan perasaan,1.0
Sangat sangat gelisah,1.0
"Nona Salam, yang gelisah, wanita muda gelisah",1.0
Benar -benar tenang mengetahui bahwa tidur terbangun di hati dalam pikiran saya terasa seperti menumpuk pemikiran menidurkan,1.0
terserang kecemasan kecemasan,1.0
Teror panik gelisah,1.0
Tidur Allah Hanya O Allah yang gugup,1.0
mual sangat gugup,1.0
Tidur yang tidak terkejut dengan gelisah pertama kali,1.0
Tidur Tanpa Kegagalan Gelisah,1.0
Saya mendapatkan trauma tai jelek tai lalat saat bergerak besar pada pacar jelek swain tai lalat dinonaktifkan saat kesalahan,1.0
Khawatir tentang takdir sepotong daun Tuhan diatur di lengan kecil di mana,1.0
Harap tenang teman mengatakan penelitian lama oke oke menyusun tesis oke kelulusan pengunduran diri direncanakan untuk gelisah penelitian saya 5 2 magang,1.0
Mengandalkan kecemasan pada kecemasan yang melupakan dengan cemas kecemasan,1.0
2 minggu pemeriksaan gelisah pikiran pemikir kreatif,1.0
ya orang -orang pit mengobrol dengan perasaan sepeda motor segera gelisah,1.0
Malam itu tenang tenang adalah malam hari sangat berbeda,1.0
Khawatir dengan cemas dilarang dilarang,1.0
Duh khawatir,1.0
lelah karena gelisah ky dengan cepat menunggu huuhh selesai,1.0
Khawatir Nian Tread Pace,1.0
Kebahagiaan kesedihan untuk bergerak cemas untuk menghadapi proses kehidupan yang menyedihkan,1.0
Kecemasan Kisah Anda ditulis oleh penulis skenario terbaik Indite,1.0
Tangan cemas cemas merasa sangat lemah,1.0
Bangun anjing domestik anjing gelisah,1.0
Ungralified be Emu lalu gelisah hati,1.0
Sangat khawatir pergi untuk harapan,1.0
Berpikir gelisah percaya tentang hidup,1.0
saya minat waktu takut orang itu adalah jenis panikan yang suka khawatir,1.0
takut hipotesis spekulasi cemas,1.0
Tanpa Kegagalan Gelisah,1.0
Aku bernafas menghembuskan napas dengan cemas napas dada saya,1.0
Ingin memikirkan kematian eh pengumuman masjid itu meninggal o allah,1.0
NAPASII yang tidak terkejut,1.0
pusing pusing,1.0
Hangatkan pelukan Anda menghilangkan kecemasan yang gelisah dengan jijik yang mengalir di jantung saya di DEACH saya,1.0
malam malam yang sangat gelisah ya malam,1.0
Minggu malam Minggu gelisah,1.0
Raya Eid Al -Fitr gelisah untuk menutupi jantung senyum Dixie.,1.0
sensasi takttual seperti merasa gelisah,1.0
Malam malam yang gelisah,1.0
Kemarin kemarin gelisah,1.0
3 tremor mikroseisme cemas,1.0
minat tolong khawatir,1.0
"Orang tersebut diekstrove di sini, saya takut bertemu orang -orang peduli seperti Anda segera khawatir Anda tahu",1.0
"Tugas yang diberikan sangat pusing, membuat Mumet fokus atau",1.0
"Di sini yang tidak dikeluarkan, saya gelisah",1.0
"O Allah, rumahku marah, marah dan gelisah saat hatiku akdhsksks, hatiku dipenuhi dengan kejahatan yang tidak dikeluarkan",1.0
Aduh Khawatir Besok Presentasi Intro,1.0
mual benar -benar gelisah na na aneh,1.0
Cairan Mobile BGDD yang cemas jatuh,1.0
Maju berharap untuk menghentikan keputusasaan kebenaran kemajuan uang muka yang cemas,1.0
"Terkejut karena kecewa merendahkan harapan saya, saya menyerbu meremehkan kesadaran akan kegelisahan",1.0
Asli gelisah di 2200 Fear Unggralified Mi Pe,1.0
sangat pekerjaan pemalu malas dalam kegelisahan default,1.0
"Anda merindukan Anda untuk jujur, saya sangat cemas seperti memikirkan pikiran itu",1.0
Whyyyyyy's Cemas Pikiran Persuasi sangat pusing,1.0
Perawatan Kompromi Hati Hati Gelisah Bahagia Seperti Sedih Seperti Gondola atau Kendaraan,1.0
Saya mudah menjadi gugup,1.0
Saya sangat tidak bersahabat gelisah,1.0
Ove Hinking gelisah berteriak pusing lelah menangis dengan menyesal memasuki ruangan,1.0
Jantung yang mual sangat gugup,1.0
"malas untuk bekerja pemalu, rasanya cemas",1.0
5 PERSAHAN MUDAH 2016 kali merasa cemas perasaan motivasi untuk muncul o Allah,1.0
Perlahan Lento berbicara kegelisahan,1.0
takut pengunduran diri dengan cemas menyerah ya,1.0
Bantu mental di sore pembantaian mengatakan bahwa ove cemas besar dan muncul,1.0
Pengirim unit astronomi au membuat Anda menangis tag seperti brutal saya khawatir,1.0
kecemasan menari di akhir kecemasan,1.0
Rumah itu suka khawatir,1.0
"Saat bacabaca lembut, file proposal salah dengan file cemas",1.0
PTN Media Sosial Sosial Puasa UTBK sangat khawatir bahwa dia enggan membuka media sosial,1.0
"Peduli Merasa cemas, ya, anggap manajer saya seperti perbedaan usia tahun yang lama, jiwa ibu",1.0
"Dengan cemas, saya suka menangis, nyeri dada di tenggorokan",1.0
Penulis sedang memposting obrolan au saat membaca ulang Cree takut bahwa pembaca seperti saya benar -benar percaya pada pertimbangan hhhhh yang gelisah,1.0
sangat sedih untuk mencintai merasa patah hati untuk mengetahui alasannya,1.0
Seperti seperti cemas,1.0
mengadili menemani fidge dengan gelisah pada saat mencoba mencari ketenangan pikiran,1.0
Kecemasan Kecemasan Gelisah,1.0
Tidur sangat gelisah,1.0
Anjir mual cemas,1.0
Idul Fitri Saya khawatir tentang templat orang -orang biasa mengeluh tentang aduu,1.0
Lelah tidak bertekanan gelisah,1.0
Saya sangat cemas bawaan dengan orang banyak orang seperti sntai,1.0
"Hati Kecemasan Kegelisahan Dipenuhi Dipenuhi dengan Keputusasaan, Ingat Tuhan Mengeluh",1.0
Mental media sosial sangat cemas benar -benar cemas,1.0
Penyakit Hati Sulit Menghilang Kehidupan Sangat Sulit Berwarna Hati Orang akan gelisah,1.0
ya peduli dengan cemas untuk menghilang dengan panik dengan kepanikan yang mengganggu begitu menangis seperti dia wft,1.0
mual cemas,1.0
Mimpi buruk mencemari menit mual antusias untuk berhari -hari,1.0
Berita gelisah sepanjang hari Clarence Day News,1.0
"menangis gelisah tak terkendali melihat menangis tenang mbak dare2kn kakek nan tetap hidup astrat, ma'am hanya berkata untuk mematuhi permintaan mbak kecuali untuk 1 lari, kau tahu",1.0
dengan gelisah menemani,1.0
Bantuan akhirnya orang -orang bertemu orang yang saya tahu saya sangat pusing dengan perut cemas,1.0
"Ove -nya yang hinking oh Allah, menenangkan sisa hati yang gelisah",1.0
mual gugup,1.0
Badai Ribling Ramp Restless,1.0
3GGUNGAH GELLANA UNGRATIFIED RESTLESS,1.0
cemas pertama hidupku mual,1.0
tahu hem nyeri dada yang tidak terkrosifikasi gila -gilaan gila2,1.0
kesal gelisah yang menyedihkan,1.0
" Keheningan, aku tahu, aku takut",1.0
Bedlam yang sangat bersemangat tentang menjadi pikiran cemas bosan bingung sangat marah takut kekacauan ah,1.0
"Guys sehingga mudah untuk Ketrigger, menyedihkan garis sedih itu menyedihkan untuk mengikuti sedih",1.0
"Tidur pulas siang, istirahat sejenak untuk gelisah karena tugas selesai selesai",1.0
Saya bangun segera khawatir bahwa saya takut dia suka menyukainya,1.0
Kecemasan Kisah Anda Ditulis Indite oleh Penulis Skenario Terbaik,1.0
Obat obat gelisah galaum Anda berdoa untuk tuharanapi melupakannya,1.0
Emosi gelisah seperti PMS yang sangat nyaman berteriak dorongan sitik menangis istighfar banyak nduk,1.0
Tidur tidur nyenyak tidur dengan gelisah,1.0
PMS emosional termotivasi kenaikan oleh tidak aman meningkat karena hormonn cemas,1.0
sangat sangat gelisah,1.0
Tanpa Kegagalan Gelisah Oh Gelisah,1.0
percaya ingin berpikir besok,1.0
pengetikan kosong yang gelisah tidak bertekanan saya acak saya,1.0
Gelisah o Allah Allah,1.0
"Alasan penyesalan, mual Halhal cemas",1.0
"Meninggalkan whatsapp, alias terbuka atau tau tidak dapat dipertahankan pemahaman terbuka",1.0
The Calm Week Queasy membuat Anda gugup,1.0
sangat sangat gelisah ya,1.0
Hem yang tidak terkejut dengan jujur,1.0
Anakhati yang bingung merasa seperti Deaden berubah,1.0
Sopor tidur gelisah,1.0
Apakah Anda melakukan waktu yang tidak terkraligasi gelisah,1.0
"Mute tertegun lembar impian saya menyentak wol dentang yang memanggil saya, saya bangun dengan gugup",1.0
mual gugup,1.0
"Saya merasa cemas sepanjang hari memikirkan kejujuran, sangat lelah percaya pada capeeeee.",1.0
tidak bertekanan sangat gelisah,1.0
celaka kesengsaraan kesal gelisah,1.0
Jantung yang gelisah tidak bertekanan emas berdebar,1.0
mual cemas,1.0
kegelisahan Tanyarl suka gateng pada jam 9 itu mencegah kegelisahan,1.0
"Pagi aku sangat cemas pikiran pusing mual, isi perutku kehangatan yang gemetar jantung berdebar -debar aku takut berpikir aku takut aku takut",1.0
Biarkan itu menjadi tentara yang benar -benar benar untuk beristirahat,1.0
"Percayalah untuk mencintai kecemasannya, kalah berkali -kali",1.0
Tingkat kecemasan tendah alasan kecemasan kangen,1.0
Pokoknya Janani menjadi khawatir tentang kecemasannya,1.0
"senang, saya suka peduli menjadi gugup",1.0
ya keringat dingin yang mual,1.0
Galau yang menyedihkan yang menyedihkan sengsara,1.0
"Tidur yang dipilih dengan sumur gelisah, mohon dengan senang hati tidur",1.0
Berhenti penafian depres mudah nyeri sakit penyakit lezat penyakit penyakit mntal depresi,1.0
"Puyeng Brother bercanda, sobat",1.0
Kegelisahan perjodohan meragukan kecemasan utuh,1.0
malam malam yang gelisah karena itu,1.0
"Anda mual tahu, itu sangat gugup",1.0
napas amp gesan Mengantar miko ketemu dokter keadayaa parah dikira2 dokter satunyadipikir2 gangguan cemas gue parah yapanik situasi amp konsep,1.0
Istirahat interior bagian dalam Rasanye,1.0
Jantung membujuk orang banyak orang dengan gelisah mengira tidak ada anak,1.0
Haunted yang disibukkan,1.0
"Segera takut kehilangan dengan cemas memulai, itu benar -benar",1.0
minat saya mudah khawatir,1.0
cinta kamu tahu dengan gelisah,1.0
Minggu Kalender Minggu Kalender Calm Restless,1.0
Segera ditekankan karena itu hanya karena memang benar bahwa itu ditekankan untuk gelisah,1.0
"Egk, ini seperti sedih tpie yang menyedihkan egk sedih tpie seperti cemas tpie egk tahu seolah dia bingung tentang tidur tpie egk",1.0
"Ya, saya mencoba bermimpi, saya sangat gugup atau",1.0
Latihan Membangun Konstruksi Anda Tulis penulis skenario terbaik,1.0
menumbuhkan pikiran Anda dengan cemas gugup di sisinya pemikir kreatif dari jiwa ketenangan,1.0
Sangat sangat khawatir,1.0
Ini cemas seperti mual ini,1.0
"cara untuk memikirkan pemikiran negatif mudah dikhawatirkan, hidup, percaya dengan tenang, pikirkan",1.0
"Kebiasaan Dicqus sehari hanyalah seorang gadichat yang segera gugup, saya mengobrol hari Clarence, wajah saya",1.0
menari ujung gugup untuk mengambil jiwa condong untuk kehilangan arah,1.0
Bisakah Anda memindahkan tidur dengan sangat gugup,1.0
Outwear tubuh nyeri tubuh tidur nyenyak,1.0
Khawatir tapi Khawatir Okeyy,1.0
serpihan rasa takut yang gelisah bersatu bersama dengan serangan panik,1.0
"Menyesal dengan alasan mual, Halhal cemas",1.0
Dengan cemas membuat Anda khawatir dengan cemas berpikir,1.0
Anda menghadapi kecemasan untuk membayangkan siksaannya terhadap ekspresi wajah Anda,1.0
"O Allah yang tidak bertingkat, saya tahu hati saya gelisah",1.0
Kelulusan Kelulusan Teman Sekelas Upacara Memulai Khawatir Tentang Teman lakukan,1.0
Khawatir saya khawatir,1.0
Minggu adalah pemikiran gelisah besok Senin Senin,1.0
"Serius, usia cemas, menambah usia melangkah pada 24, saya benar -benar khawatir seperti waktu saya yang mual sudah habis",1.0
Bangun dengan gelisah tidur nyenyak,1.0
Biasanya saya biasanya gelisah,1.0
Ondehh saya cemas,1.0
Pekerjaan saya kehangatan selesai kemarin hati itu buruk,1.0
Saya suka peduli dengan cemas anjeeeeeeeer,1.0
"Ah saya bilang saya bosan dengan panik, saya berpikir untuk mengganggu kegiatan ujian semester yang benar -benar panik yang mengganggu menangis saya benci kecemasan panik yang sulit untuk dipikirkan",1.0
"Stres untuk waktu yang lama, penekan malam terasa gelisah, hasilnya meningkat berkali -kali hasil luff dihargai untuk mengandalkan Tuhan, intinya adalah, cobalah untuk menyerah",1.0
Berbicara dengan jujur ​​orang -orang suka peduli dengan kebohongan,1.0
Kongenital adalah bawaan gelisah,1.0
Jelek dengan gelisah oleh pekerjaan Bubrah Bubrah Gud Job,1.0
ya mual cemas,1.0
Kecemasan Sistem Logis Ekspektasi Logika Alasan Logika Diterima,1.0
hng sangat sangat gugup,1.0
menemani dengan gelisah menyertai,1.0
Saya berdoa agar saya sangat takut hehe khawatir tentang doa doanya,1.0
Sistem Penentuan Posisi Global Restless Spaneng Globose Panic,1.0
Gelisah Melihat Kreativitas,1.0
"Sejujurnya, orang -orang yang terampil bersedia, rumah saya tahu salah menenangkan dengan gelisah memeluk dunia untuk membuat lelah berusaha menjadi baik",1.0
Selambat -lambatnya 9 sopor tidur karena pikiran cemas,1.0
Tidur menafsirkan dengan gelisah,1.0
"Fase ini adalah usia 20 tahun merasakan kehidupan seperti itu menghasilkan terlalu berlebihan, membawa kecemasan",1.0
Khawatir,1.0
Baik -baik saja dengan gelisah untuk diperintahkan untuk menunggu kacau,1.0
"sangat tidak terkejut, ya, gelisah",1.0
Tenang salam selamat pagi melalui malam malam hari yang gelisah,1.0
"dihadapkan dengan emosi, anak tidak sah khawatir bahwa itu melanggar hukum untuk mengeluarkan situasi bajingan",1.0
Kali saya merawat paru -paru dengan cemas tidak ada suami tangan saya pergi ke luar negeri untuk menentang 2 stres rasanya seperti berabad -abad,1.0
Konsistensi Linckan Tubuh Gelisah,1.0
sangat gelisah saat tidur saat dia tidur sadar seperti orang yang pingsan,1.0
Hati adalah doa yang tenang dari pujian Tuhan dengan mudah menidurkan marah,1.0
Kebiasaan tidak ingin sangat muntah,1.0
sopor bepergian dengan gelisah,1.0
Bekerja menjilat dengan gelisah,1.0
Radaada khawatir khawatir,1.0
Berita gelisah sepanjang hari berita berita terbaru,1.0
Tidur percaya sangat gugup memikirkan,1.0
takut takut merasa gelisah,1.0
Sopor tidur satu jam hehe,1.0
Ketahui keketatan dada cemas niggardenis menangis saat menangis air mata heheheheh,1.0
Ah saya melihat mual karena kecemasan yang benar -benar ngeri.,1.0
Tidur di malam hari mual sangat gugup,1.0
